gene_id_base	pct_samples_tpm_gt_0.1	mean_tpm_gene	gene_name	gene_type	chrom	gene_start	gene_end	strand	gene_length_abs	n_isoforms_gencode	n_protein_coding_isoforms	n_nmd_isoforms	n_distinct_tss	n_distinct_transcript_ends	sum_mean_tpm_transcripts	n_isoforms_in_tpm_file	n_isoforms_mean_tpm_gt_0.1	max_isoform_mean_tpm	n_isoforms_ge_10pct_of_max_isoform_mean	gene_length_model_exons_union	n_distinct_exons	n_exon_blocks_merged	cds_length_union_protein_coding	n_distinct_cds_exons	n_cds_exon_blocks_merged	cds_fraction_of_exonic_length	utr5_length_union_all_pc	utr3_length_union_all_pc	n_distinct_cds_start_positions	n_distinct_cds_end_positions	n_distinct_5prime_utr_only_terminal_exons	n_distinct_3prime_utr_only_terminal_exons	canonical_transcript_id	gene_length_canonical_exons_union	cds_length_canonical_union	utr5_length_canonical	utr3_length_canonical	n_exons_canonical	n_cds_exons_canonical	sum_tx_tpm_over_gene_tpm	frac_isoforms_mean_tpm_gt_0.1
ENSG00000235376	23.391812865497073	0.06356495614035089	RPEL1	protein_coding	chr10	103245887	103248016	+	2130	1	1	0	1	1	0.006929824561403508	1	0	0.006929824561403508	1	2130	1	1	684	1	1	0.3211267605633803	110	1336	1	1	0	0	ENST00000441178	2130	684	110.0	1336.0	1	1	0.10901957591384967	0.0
ENSG00000148798	52.33918128654971	4.022730628654973	INA	protein_coding	chr10	103277138	103290346	+	13209	1	1	0	1	1	1.7931286549707586	1	1	1.7931286549707586	1	3251	3	3	1497	3	3	0.46047370039987695	74	1680	1	1	0	0	ENST00000369849	3251	1497	74.0	1680.0	3	3	0.44574912428832036	1.0
ENSG00000156374	100.0	8.042175839181287	PCGF6	protein_coding	chr10	103302796	103351144	-	48349	5	2	1	5	4	4.210555555555555	5	2	3.762368421052631	1	3008	20	12	1050	11	10	0.3490691489361702	74	1112	1	1	0	0	ENST00000369847	2236	1050	74.0	1112.0	10	10	0.5235592506000465	0.4
ENSG00000212413	0.0	0.0	RNU11-3P	snRNA	chr10	103312436	103312568	-	133	1	0	0	1	1	0.0	1	0	0.0	1	133	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000391111	133	0			1	0		0.0
ENSG00000148835	100.0	4.4783204707602335	TAF5	protein_coding	chr10	103367966	103389065	+	21100	10	2	2	8	9	2.9117251461988305	10	2	1.5165497076023393	2	7029	29	8	2400	14	11	0.3414425949637217	18	845	1	1	0	0	ENST00000369839	3259	2400	14.0	845.0	11	11	0.6501823987832073	0.2
ENSG00000173915	100.0	256.15719970760216	ATP5MK	protein_coding	chr10	103389041	103396492	-	7452	5	5	0	4	2	717.9033040935672	5	5	689.6564035087719	1	924	10	6	174	2	2	0.18831168831168832	618	132	1	1	4	2	ENST00000369815	660	174	363.0	123.0	5	2	2.8025888201192006	1.0
ENSG00000283867	0.0	0.0	MIR1307	miRNA	chr10	103394253	103394401	-	149	1	0	0	1	1	0.0	1	0	0.0	1	149	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000408840	149	0			1	0		0.0
ENSG00000148843	100.0	13.207408596491232	PDCD11	protein_coding	chr10	103396626	103446294	+	49669	7	2	1	6	7	6.454005847953217	7	4	4.351198830409359	3	7672	49	37	5616	37	36	0.7320125130344108	116	748	1	1	1	0	ENST00000369797	6477	5613	116.0	748.0	36	35	0.48866556984296156	0.5714285714285714
ENSG00000301927	11.695906432748536	0.04217010818713449	ENSG00000301927	lncRNA	chr10	103417539	103418527	-	989	1	0	0	1	1	0.009912280701754386	1	0	0.009912280701754386	1	597	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000782928	597	0			2	0	0.23505466615754342	0.0
ENSG00000138172	100.0	20.753312602339175	CALHM2	protein_coding	chr10	103446786	103452402	-	5617	7	2	0	7	6	16.70657894736842	7	6	6.709502923976611	5	3108	17	5	969	2	2	0.31177606177606176	608	369	1	1	2	0	ENST00000260743	1914	969	576.0	369.0	4	2	0.8050078205580234	0.8571428571428571
ENSG00000273485	99.41520467836257	7.059724400584798	ENSG00000273485	lncRNA	chr10	103450196	103450852	+	657	1	0	0	1	1	0.21555555555555567	1	1	0.21555555555555567	1	657	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000608063	657	0			1	0	0.030533140293366116	1.0
ENSG00000234699	94.44444444444444	1.6503782046783633	ENSG00000234699	lncRNA	chr10	103452067	103463033	+	10967	1	0	0	1	1	0.1683625730994152	1	1	0.1683625730994152	1	1774	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000411906	1774	0			2	0	0.10201453983223611	1.0
ENSG00000185933	11.695906432748536	0.04207247368421053	CALHM1	protein_coding	chr10	103453240	103458900	-	5661	1	1	0	1	1	0.006111111111111112	1	0	0.006111111111111112	1	3212	2	2	1038	2	2	0.3231631382316314	149	2025	1	1	0	0	ENST00000329905	3212	1038	149.0	2025.0	2	2	0.14525200388691584	0.0
ENSG00000183128	22.514619883040936	0.06860744152046787	CALHM3	protein_coding	chr10	103472804	103479240	-	6437	1	1	0	1	1	0.011754385964912283	1	0	0.011754385964912283	1	1652	3	3	1032	3	3	0.6246973365617433	208	412	1	1	0	0	ENST00000369783	1652	1032	208.0	412.0	3	3	0.1713281490230992	0.0
ENSG00000235470	2.631578947368421	0.032717935672514624	NEURL1-AS1	lncRNA	chr10	103479603	103520314	-	40712	9	0	0	8	7	0.14464912280701755	9	0	0.0610233918128655	4	2968	18	10	0	0	0	0.0	0	0	0	0	0	0	ENST00000783100	498	0			3	0	4.421095641695176	0.0
ENSG00000301997	4.385964912280701	0.014388005847953215	ENSG00000301997	lncRNA	chr10	103480775	103482850	+	2076	1	0	0	1	1	0.006754385964912279	1	0	0.006754385964912279	1	787	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000783282	787	0			2	0	0.4694455949135671	0.0
ENSG00000107954	79.82456140350878	4.0922619239766105	NEURL1	protein_coding	chr10	103493705	103592546	+	98842	4	3	0	4	4	4.63856725146199	4	2	2.894853801169593	2	5229	11	9	1756	9	7	0.3358194683495888	1135	2177	3	3	1	0	ENST00000369780	4582	1722	683.0	2177.0	6	6	1.1334971557623352	0.5
ENSG00000226431	6.725146198830409	0.02499056432748538	ENSG00000226431	lncRNA	chr10	103549063	103550964	+	1902	1	0	0	1	1	0.020233918128654972	1	0	0.020233918128654972	1	536	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000457120	536	0			2	0	0.8096623134836974	0.0
ENSG00000287419	76.0233918128655	0.49736475438596517	ENSG00000287419	lncRNA	chr10	103573157	103583687	-	10531	1	0	0	1	1	0.18900584795321654	1	1	0.18900584795321654	1	1942	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000663302	1942	0			3	0	0.3800145593078036	1.0
ENSG00000107957	100.0	28.927949181286557	SH3PXD2A	protein_coding	chr10	103594027	103855584	-	261558	7	3	0	7	6	12.282894736842103	7	5	9.227397660818712	2	12035	28	21	3399	16	15	0.2824262567511425	318	7792	1	2	0	0	ENST00000369774	11501	3399	310.0	7792.0	15	15	0.4246030252565532	0.7142857142857143
ENSG00000273108	71.34502923976608	0.7574555438596486	ENSG00000273108	lncRNA	chr10	103608619	103610050	+	1432	1	0	0	1	1	0.3112865497076022	1	1	0.3112865497076022	1	1432	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000609691	1432	0			1	0	0.41096345816076235	1.0
ENSG00000289972	46.198830409356724	0.1929850263157896	ENSG00000289972	lncRNA	chr10	103660155	103685914	+	25760	2	0	0	2	2	0.283187134502924	2	2	0.15336257309941523	2	683	4	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000783206	350	0			2	0	1.4674046992616558	1.0
ENSG00000222503	0.8771929824561403	0.0026396140350877194	Y_RNA	misc_RNA	chr10	103673158	103673265	+	108	1	0	0	1	1	0.0	1	0	0.0	1	108	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000410571	108	0			1	0	0.0	0.0
ENSG00000307705	4.970760233918129	0.015256210526315792	ENSG00000307705	lncRNA	chr10	103696514	103700251	+	3738	2	0	0	2	2	0.01350877192982456	2	0	0.010146198830409356	2	644	4	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000828054	360	0			2	0	0.8854605084613224	0.0
ENSG00000280693	52.33918128654971	0.9012097748538007	SH3PXD2A-AS1	lncRNA	chr10	103745966	103755423	+	9458	2	0	0	2	2	0.5417251461988304	2	2	0.3327777777777777	2	2217	6	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000627886	2027	0			4	0	0.601108822068327	1.0
ENSG00000308556	1.7543859649122806	0.007274213450292396	ENSG00000308556	lncRNA	chr10	103855516	103856706	+	1191	1	0	0	1	1	0.00456140350877193	1	0	0.00456140350877193	1	519	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000835028	519	0			2	0	0.6270648421223575	0.0
ENSG00000107960	100.0	5.26586509649123	STN1	protein_coding	chr10	103856806	103918332	-	61527	20	16	3	14	17	13.927514619883036	20	13	6.155292397660815	6	14571	43	16	1523	20	15	0.10452268203966783	1307	12008	2	5	7	4	ENST00000224950	6369	1104	147.0	5118.0	10	9	2.644867341771301	0.65
ENSG00000305692	1.1695906432748537	0.008071760233918127	ENSG00000305692	lncRNA	chr10	103922847	103925866	+	3020	2	0	0	2	2	0.016812865497076026	2	0	0.0154093567251462	1	527	4	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000812440	355	0			2	0	2.0829242953014306	0.0
ENSG00000289745	66.08187134502924	0.1804438304093568	ENSG00000289745	lncRNA	chr10	103936660	103967053	-	30394	13	0	0	10	10	0.4676608187134502	13	0	0.07116959064327477	11	5766	28	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000727643	1025	0			4	0	2.591725179256669	0.0
ENSG00000065613	100.0	28.584832456140337	SLK	protein_coding	chr10	103967140	104029233	+	62094	4	3	0	4	3	12.116783625730996	4	3	9.910146198830413	2	8107	23	20	3777	20	20	0.4658936721351918	606	3516	2	2	0	0	ENST00000369755	7827	3705	606.0	3516.0	19	19	0.42388856552938015	0.75
ENSG00000266754	1.1695906432748537	0.0025262865497076023	RN7SL524P	misc_RNA	chr10	103974515	103974814	-	300	1	0	0	1	1	0.0	1	0	0.0	1	300	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000581152	300	0			1	0	0.0	0.0
ENSG00000065618	62.57309941520468	33.53773075146203	COL17A1	protein_coding	chr10	104031286	104085880	-	54595	10	5	3	10	9	33.75619883040936	10	4	16.785818713450293	3	6989	76	57	4520	64	58	0.6467305766204035	169	1244	2	3	3	1	ENST00000648076	5612	4491	169.0	952.0	56	55	1.0065140984214564	0.4
ENSG00000283788	0.29239766081871343	0.0009570350877192983	MIR936	miRNA	chr10	104048089	104048186	-	98	1	0	0	1	1	0.0	1	0	0.0	1	98	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000401264	98	0			1	0	0.0	0.0
ENSG00000297750	10.526315789473683	0.03968650292397662	ENSG00000297750	lncRNA	chr10	104067547	104119279	+	51733	5	0	0	5	3	0.03681286549707602	5	0	0.014239766081871342	5	1203	8	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000750777	667	0			2	0	0.9275915685389228	0.0
ENSG00000294028	9.649122807017543	0.03381013450292399	ENSG00000294028	lncRNA	chr10	104120212	104195397	+	75186	1	0	0	1	1	0.007339181286549707	1	0	0.007339181286549707	1	823	5	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000720641	823	0			5	0	0.217070455188961	0.0
ENSG00000294047	52.92397660818714	0.2234142192982458	ENSG00000294047	lncRNA	chr10	104121009	104121855	+	847	1	0	0	1	1	0.10745614035087721	1	1	0.10745614035087721	1	847	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000720704	847	0			1	0	0.4809727003428959	1.0
ENSG00000294070	54.385964912280706	0.23493284502923958	ENSG00000294070	lncRNA	chr10	104121102	104121913	-	812	1	0	0	1	1	0.0015789473684210528	1	0	0.0015789473684210528	1	812	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000720766	812	0			1	0	0.006720845560034563	0.0
ENSG00000156384	100.0	8.862548125730987	SFR1	protein_coding	chr10	104122058	104126385	+	4328	3	2	0	2	3	5.021111111111111	3	3	2.433859649122806	2	1806	7	5	735	5	4	0.4069767441860465	136	684	2	1	1	0	ENST00000369727	1430	735	13.0	682.0	4	4	0.56655388945456	1.0
ENSG00000197748	51.16959064327485	2.1089550789473677	CFAP43	protein_coding	chr10	104129888	104232364	-	102477	7	6	0	7	7	2.433684210526315	7	4	1.2521637426900578	4	7186	51	38	5029	44	38	0.6998330086278876	118	1873	3	4	0	0	ENST00000357060	5367	4995	118.0	254.0	38	38	1.153976315010478	0.5714285714285714
ENSG00000208033	0.0	0.0	MIR609	miRNA	chr10	104218789	104218883	-	95	1	0	0	1	1	0.0	1	0	0.0	1	95	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000385298	95	0			1	0		0.0
ENSG00000148834	100.0	119.72852134502929	GSTO1	protein_coding	chr10	104235356	104267459	+	32104	7	5	0	7	6	149.4594736842105	7	6	141.08976608187135	1	1691	16	9	725	9	6	0.42874039030159666	752	57	2	3	1	0	ENST00000369713	813	723	37.0	53.0	6	6	1.2483197153458836	0.8571428571428571
ENSG00000302085	4.093567251461988	0.009039029239766082	ENSG00000302085	lncRNA	chr10	104245923	104246519	+	597	1	0	0	1	1	0.003947368421052632	1	0	0.003947368421052632	1	597	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000783960	597	0			1	0	0.43670269409979073	0.0
ENSG00000302058	73.39181286549707	0.508097871345029	ENSG00000302058	lncRNA	chr10	104248332	104268994	-	20663	4	0	0	4	4	0.3830994152046784	4	2	0.13198830409356727	4	877	7	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000783699	698	0			2	0	0.7539874437783873	0.5
ENSG00000302072	10.526315789473683	0.03259029824561403	ENSG00000302072	lncRNA	chr10	104249070	104250245	+	1176	1	0	0	1	1	0.011023391812865498	1	0	0.011023391812865498	1	1176	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000783843	1176	0			1	0	0.33824151377163336	0.0
ENSG00000266852	0.0	0.0	MIR4482	miRNA	chr10	104268336	104268405	-	70	1	0	0	1	1	0.0	1	0	0.0	1	70	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000583050	70	0			1	0		0.0
ENSG00000065621	91.52046783625731	2.380838777777778	GSTO2	protein_coding	chr10	104268873	104304950	+	36078	7	3	0	7	7	3.568713450292399	7	4	2.1018713450292403	3	9926	23	12	729	7	6	0.07344348176506145	742	5669	2	1	2	0	ENST00000338595	6715	729	317.0	5669.0	7	6	1.498931168125276	0.5714285714285714
ENSG00000228261	17.83625730994152	0.05509435672514618	ITPRIP-AS1	lncRNA	chr10	104306100	104335760	+	29661	2	0	0	2	2	0.01529239766081871	2	0	0.009736842105263155	2	1385	6	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000772612	719	0			4	0	0.27756740562575527	0.0
ENSG00000148841	100.0	20.26673280994152	ITPRIP	protein_coding	chr10	104309698	104338465	-	28768	5	5	0	4	5	13.885643274853802	5	2	10.091228070175438	2	7296	11	6	1641	2	1	0.22491776315789475	942	4713	1	2	4	0	ENST00000337478	6585	1641	233.0	4711.0	2	1	0.6851446360432809	0.4
ENSG00000270075	82.45614035087719	0.9171358099415211	ENSG00000270075	lncRNA	chr10	104312141	104313881	+	1741	1	0	0	1	1	0.0	1	0	0.0	1	244	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000472915	244	0			2	0	0.0	0.0
ENSG00000231233	84.21052631578947	0.9844341315789472	CFAP58-DT	lncRNA	chr10	104351296	104353685	-	2390	2	0	0	2	1	0.5261695906432746	2	2	0.3821052631578945	2	1200	3	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000435434	1200	0			2	0	0.5344893820365046	1.0
ENSG00000120051	87.71929824561403	1.2142119883040943	CFAP58	protein_coding	chr10	104353833	104455102	+	101270	2	2	0	2	2	0.6626900584795324	2	2	0.5176900584795324	2	3491	20	19	2661	20	19	0.7622457748496133	65	765	2	2	0	0	ENST00000369704	3256	2616	65.0	575.0	18	18	0.5457778912273139	1.0
ENSG00000225768	7.017543859649122	0.021558853801169592	LINC02620	lncRNA	chr10	104474939	104480274	-	5336	1	0	0	1	1	0.0072222222222222245	1	0	0.0072222222222222245	1	1013	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000447860	1013	0			3	0	0.33500028753061123	0.0
ENSG00000237761	1.461988304093567	0.010776116959064328	ENSG00000237761	lncRNA	chr10	104566931	104624795	+	57865	4	0	0	3	4	0.010584795321637428	4	0	0.005292397660818714	3	1691	14	9	0	0	0	0.0	0	0	0	0	0	0	ENST00000649412	1155	0			8	0	0.9822457720017626	0.0
ENSG00000156395	45.02923976608187	0.506400134502924	SORCS3	protein_coding	chr10	104641290	105265242	+	623953	2	2	0	2	2	0.21336257309941517	2	1	0.20505847953216372	1	5575	28	27	3666	28	27	0.6575784753363229	38	1871	2	2	0	0	ENST00000369701	5575	3666	38.0	1871.0	27	27	0.42133198346965134	0.5
ENSG00000226387	1.1695906432748537	0.5591707631578947	SORCS3-AS1	lncRNA	chr10	104664608	104666216	-	1609	1	0	0	1	1	0.290438596491228	1	1	0.290438596491228	1	1294	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000449805	1294	0			2	0	0.5194094820891342	1.0
ENSG00000306958	4.678362573099415	0.06383297660818713	ENSG00000306958	lncRNA	chr10	105461233	105473413	-	12181	3	0	0	3	2	0.04540935672514619	3	0	0.029415204678362568	2	713	6	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000822205	631	0			2	0	0.7113777100490415	0.0
ENSG00000229466	2.631578947368421	0.044090149122807024	LINC02627	lncRNA	chr10	105489599	105826254	-	336656	12	0	0	6	8	0.07868421052631579	12	0	0.03517543859649123	6	4487	26	16	0	0	0	0.0	0	0	0	0	0	0	ENST00000836854	1181	0			8	0	1.7846211022591867	0.0
ENSG00000207068	0.0	0.0	RNU6-463P	snRNA	chr10	105534659	105534765	+	107	1	0	0	1	1	0.0	1	0	0.0	1	107	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000384340	107	0			1	0		0.0
ENSG00000308875	42.10526315789473	0.526812418128655	ENSG00000308875	lncRNA	chr10	105644348	105678163	+	33816	5	0	0	5	2	0.3471345029239765	5	1	0.2594152046783625	2	1940	9	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000837025	1243	0			2	0	0.6589337892927221	0.2
ENSG00000233477	3.216374269005848	0.013606631578947368	PPIAP38	processed_pseudogene	chr10	105685383	105685865	-	483	1	0	0	1	1	0.0	1	0	0.0	1	483	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000450091	483	0			1	0	0.0	0.0
ENSG00000213260	82.45614035087719	0.5671537134502923	YWHAZP5	processed_pseudogene	chr10	105686322	105687051	+	730	1	0	0	1	1	0.033596491228070194	1	0	0.033596491228070194	1	730	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000419975	730	0			1	0	0.05923701182116077	0.0
ENSG00000287732	2.3391812865497075	0.008106625730994152	ENSG00000287732	lncRNA	chr10	105844834	105904771	+	59938	1	0	0	1	1	0.004473684210526316	1	0	0.004473684210526316	1	1029	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000660648	1029	0			2	0	0.5518552797401304	0.0
ENSG00000299204	0.8771929824561403	0.0036860146198830408	ENSG00000299204	lncRNA	chr10	105877199	105970157	-	92959	4	0	0	2	4	0.013976608187134504	4	0	0.013391812865497076	1	1859	8	7	0	0	0	0.0	0	0	0	0	0	0	ENST00000761576	518	0			4	0	3.7917940183259473	0.0
ENSG00000299224	12.280701754385964	0.057137587719298256	ENSG00000299224	lncRNA	chr10	105952953	105960132	+	7180	1	0	0	1	1	0.07260233918128656	1	0	0.07260233918128656	1	375	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000761692	375	0			2	0	1.2706581092986022	0.0
ENSG00000286609	0.0	0.0	ENSG00000286609	lncRNA	chr10	105985679	105987727	-	2049	1	0	0	1	1	0.0	1	0	0.0	1	500	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000655779	500	0			2	0		0.0
ENSG00000294147	5.555555555555555	0.27794092690058475	ENSG00000294147	lncRNA	chr10	106011436	106013977	+	2542	1	0	0	1	1	0.19692982456140348	1	1	0.19692982456140348	1	660	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000721474	660	0			2	0	0.7085312219306309	1.0
ENSG00000303362	1.1695906432748537	0.009417570175438596	ENSG00000303362	lncRNA	chr10	106137885	106140110	-	2226	1	0	0	1	1	0.004736842105263157	1	0	0.004736842105263157	1	651	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000793951	651	0			2	0	0.5029792204380948	0.0
ENSG00000229775	2.923976608187134	0.023052815789473685	LINC02624	lncRNA	chr10	106140143	106188722	+	48580	5	0	0	5	5	0.039795321637426904	5	0	0.026520467836257312	3	2541	14	8	0	0	0	0.0	0	0	0	0	0	0	ENST00000449761	463	0			5	0	1.7262672812228923	0.0
ENSG00000297210	0.8771929824561403	0.0021089707602339187	ENSG00000297210	lncRNA	chr10	106245646	106337059	-	91414	1	0	0	1	1	0.0008479532163742691	1	0	0.0008479532163742691	1	540	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000746196	540	0			2	0	0.402069688382127	0.0
ENSG00000297231	1.461988304093567	0.0405281783625731	ENSG00000297231	lncRNA	chr10	106285450	106310957	+	25508	2	0	0	2	2	0.07321637426900583	2	0	0.06976608187134502	1	656	6	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000746356	394	0			3	0	1.8065547781101254	0.0
ENSG00000296565	0.5847953216374269	0.0010934912280701756	ENSG00000296565	lncRNA	chr10	106532320	106540920	-	8601	1	0	0	1	1	0.0008479532163742689	1	0	0.0008479532163742689	1	572	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000740398	572	0			3	0	0.7754549781535612	0.0
ENSG00000215002	7.309941520467836	0.014954286549707603	RPL23AP59	processed_pseudogene	chr10	106550106	106551121	+	1016	1	0	0	1	1	0.0	1	0	0.0	1	461	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000399415	461	0			2	0	0.0	0.0
ENSG00000301223	0.0	0.0	ENSG00000301223	lncRNA	chr10	106567179	106571277	+	4099	1	0	0	1	1	0.0	1	0	0.0	1	413	4	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000777099	413	0			4	0		0.0
ENSG00000108018	82.7485380116959	5.502354880116962	SORCS1	protein_coding	chr10	106573663	107164706	-	591044	7	3	0	7	7	3.1516666666666664	7	3	2.2449707602339175	2	10133	39	28	3727	31	28	0.3678081515839337	180	3888	3	3	0	0	ENST00000263054	7444	3504	180.0	3760.0	26	26	0.5727850593671037	0.42857142857142855
ENSG00000287047	13.157894736842104	0.060043736842105275	ENSG00000287047	lncRNA	chr10	106648743	106676791	+	28049	3	0	0	3	3	0.0826608187134503	3	0	0.07230994152046784	1	2907	7	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000662495	1050	0			2	0	1.37667678696981	0.0
ENSG00000298047	9.941520467836257	0.052157210526315806	ENSG00000298047	lncRNA	chr10	106926912	106927550	-	639	1	0	0	1	1	0.030467836257309935	1	0	0.030467836257309935	1	639	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000752718	639	0			1	0	0.5841538676984548	0.0
ENSG00000200626	0.29239766081871343	0.0009773099415204677	RNA5SP325	rRNA_pseudogene	chr10	106970021	106970150	+	130	1	0	0	1	1	0.0	1	0	0.0	1	130	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000363756	130	0			1	0	0.0	0.0
ENSG00000294532	0.0	0.00028328654970760235	ENSG00000294532	lncRNA	chr10	107025983	107067484	+	41502	1	0	0	1	1	0.0	1	0	0.0	1	284	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000724189	284	0			2	0	0.0	0.0
ENSG00000200079	0.0	0.0	RNA5SP326	rRNA_pseudogene	chr10	107461560	107461669	+	110	1	0	0	1	1	0.0	1	0	0.0	1	110	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000363209	110	0			1	0		0.0
ENSG00000297245	0.29239766081871343	0.0008938187134502924	ENSG00000297245	lncRNA	chr10	107545285	107546241	+	957	1	0	0	1	1	0.0003801169590643275	1	0	0.0003801169590643275	1	957	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000746441	957	0			1	0	0.4252729925479087	0.0
ENSG00000303100	0.29239766081871343	0.001633330409356725	ENSG00000303100	lncRNA	chr10	107590572	107611296	-	20725	1	0	0	1	1	0.001432748538011696	1	0	0.001432748538011696	1	352	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000791712	352	0			2	0	0.8771945528008465	0.0
ENSG00000298678	15.789473684210526	0.11941945906432748	ENSG00000298678	lncRNA	chr10	107689556	107753270	+	63715	6	0	0	6	5	0.10125730994152046	6	0	0.05029239766081872	5	1600	18	10	0	0	0	0.0	0	0	0	0	0	0	ENST00000757237	1017	0			8	0	0.8479129844908806	0.0
ENSG00000229981	1.461988304093567	0.007223827485380116	LINC01435	lncRNA	chr10	107694973	108522143	-	827171	33	0	0	22	29	0.03701754385964912	33	0	0.008391812865497077	8	11858	80	53	0	0	0	0.0	0	0	0	0	0	0	ENST00000630847	714	0			6	0	5.124367094115519	0.0
ENSG00000299072	36.25730994152047	0.20941766959064329	ENSG00000299072	lncRNA	chr10	107899256	107915882	+	16627	4	0	0	4	4	0.1433625730994152	4	0	0.06637426900584797	3	1586	9	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000760306	309	0			2	0	0.6845772535796597	0.0
ENSG00000234544	0.5847953216374269	0.0017267222222222224	PTGES3P5	processed_pseudogene	chr10	108296099	108296532	+	434	1	0	0	1	1	0.0018128654970760234	1	0	0.0018128654970760234	1	434	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000455109	434	0			1	0	1.0498883223631292	0.0
ENSG00000203434	3.216374269005848	0.00791004970760234	ENSG00000203434	lncRNA	chr10	108547975	108561815	-	13841	1	0	0	1	1	0.0043567251461988305	1	0	0.0043567251461988305	1	575	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000366253	575	0			3	0	0.5507835357863284	0.0
ENSG00000223381	0.8771929824561403	0.0023825029239766078	LINC02661	lncRNA	chr10	108708539	108840686	+	132148	2	0	0	2	2	0.0009064327485380118	2	0	0.000497076023391813	2	794	7	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000653086	523	0			5	0	0.38045399206692077	0.0
ENSG00000224498	0.0	0.00012080994152046783	MAPKAPK5P1	processed_pseudogene	chr10	108848186	108849561	+	1376	1	0	0	1	1	0.0	1	0	0.0	1	1376	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000431810	1376	0			1	0	0.0	0.0
ENSG00000300300	1.1695906432748537	0.004249780701754386	ENSG00000300300	lncRNA	chr10	108911751	108912488	-	738	1	0	0	1	1	0.0014619883040935672	1	0	0.0014619883040935672	1	627	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000770696	627	0			2	0	0.3440149990539587	0.0
ENSG00000303140	1.1695906432748537	0.00296053216374269	ENSG00000303140	lncRNA	chr10	108921902	109028910	-	107009	3	0	0	3	3	0.0028070175438596493	3	0	0.00152046783625731	3	1663	7	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000792151	574	0			3	0	0.9481462752666169	0.0
ENSG00000222436	0.0	0.0	RN7SKP278	misc_RNA	chr10	108940969	108941310	-	342	1	0	0	1	1	0.0	1	0	0.0	1	342	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000410504	342	0			1	0		0.0
